"Not confirmed, cannot login","Nicht bestätigt, darf sich nicht anmelden"
"Number of Lines in a Street Address ","Anzahl der Zeilen der Straßenbezeichnung "
"Offline","Offline"
"Online","Online"
"Online Customers","Kunden online"
"Online Customers Options","Online Kunden Optionen"
"Online Minutes Interval","Online Minuten Intervall"
"Order Total","Bestellsumme"
"Orders","Bestellungen"
"PDF","PDF"
"Password","Passwort"
"Password Management","Passwortverwaltung"
"Password Options","Passwortoptionen"
"Password forgotten","Passwort vergessen"
"Password:","Passwort:"
"Paused","Pausiert"
"Pending","Ausstehend"
"Per Website","Pro Website"
"Personal Information","Persönliche Informationen"
"Please enter a number 1 or greater in this field.","Bitte tragen Sie eine Zahl 1 oder größer in dieses Feld ein."
"Please enter a valid date between %s and %s at %s.","Bitte geben Sie ein gültiges Datum zwischen dem %s und %s bei %s an."
"Please enter a valid date equal to or greater than %s at %s.","Bitte geben Sie ein gültiges Datum am oder nach dem %s an."
"Please enter a valid date less than or equal to %s at %s.","Bitte geben Sie ein gültiges Datum am oder vor dem %s an."
"Please enter the city.","Bitte geben Sie die Stadt an."
"Please enter the country.","Bitte geben Sie das Land an."
"Please enter the first name.","Bitte geben Sie den Vornamen an."
"Please enter the last name.","Bitte geben Sie den Nachnamen an."
"Please enter the state/province.","Bitte geben Sie das Bundesland an."
"Please enter the street.","Bitte geben Sie die Straße an."
"Please enter the telephone number.","Bitte geben Sie die Telefonnummer an."
"Please enter the zip/postal code.","Bitte geben Sie die PLZ an."
"Please enter your email below and we\'ll send you confirmation link for it.","Bitte geben Sie Ihre E-Mail Adresse an, um einen Bestätigungslink zu erhalten."
"Please enter your email.","Bitte geben Sie Ihre E-Mail Adresse ein."
"Please select","Bitte auswählen"
"Please select a website which contains store view","Bitte wählen Sie eine Website, die einen StoreView enthält"
"Please select region, state or province","Bitte wählen Sie Region, Land oder Bundesland"
"Please, check your email for confirmation key.","Bitte überprüfen Sie Ihr E-Mail Konto bezüglich des bestätigungscodes."
"Prefix Dropdown Options","Präfix Auswahl Optionen"
"Product","Artikel"
"Product ID","Artikel-ID"
"Product Name","Artikelname"
"Product Reviews","Kundenmeinungen"
"Product Tags","Artikelschlagworte"
"Purchase On","Bestellt am"
"Purchased At","Bestellt in"
"Qty","Menge"
"Recent Orders","Letzte Bestellungen"
"Records for %s store found.","Einträge für Store %s gefunden."
"Recovery Link Expiration Period (days)","Gültigkeit des Wiederherstellungslinks (in Tagen)"
"Redirect Customer to Account Dashboard after Logging in","Nach Login den Kunden zur Benutzerkonto Übersicht umleiten"
"Refunded","Erstattet"
"Remind Email Template","E-Mail Vorlage für Erinnerungen"
"Remind Password","Passwort Erinnerung"
"Remove","Entfernen"
"Require Emails Confirmation","E-Mail Bestätigung erforderlich"
"Reset a Password","Passwort zurücksetzen"
"Retrieve address data","Adressdaten abfragen"
"Retrieve address info","Adressinformationen abfragen"
"Retrieve customer addresses","Kundenadressen abfragen"
"Retrieve customer data","Kundendaten abfragen"
"Retrieve customer groups","Kundengruppen abfragen"
"Retrieve customer info","Kundeninformation abfragen"
"Retrieve customers","Kunden abfragen"
"Retrieve your confirmation link here","Fordern Sie Ihren Bestätigungslink hier an"
"Retrieve your password here","Ihr Passwort hier abrufen"
"SKU","Artikelnummer"
"Sales Statistics","Verkaufsstatistik"
"Save","Speichern"
"Save Address","Adresse speichern"
"Save Customer","Kunde speichern"
"Save Customer Group","Kundengruppe speichern"
"Save Password","Passwort speichern"
"Save and Continue Edit","Speichern und weiter bearbeiten"
"Saved %d record(s)","%d gespeicherte Einträge"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","Semikolon (;) getrennte Werte.<br/>Fügen Sie ein Semikolon als erstes Zeichen ein, um einen leeren Startwert zu erzeugen.<br/>Leer lassen für Textfeld."
"Send From","Gesendet von"
"Send Welcome Email","Willkommensnachricht zusenden"
"Send Welcome Email after Confirmation","Nach Bestätigung eine Willkommensnachricht senden"
"Send auto-generated password","Automatisch erzeugtes Passwort senden"
"Send confirmation link","Bestätigungslink senden"
"Sending","Sende"
"Sent","Gesendet"
"Session Start Time","Sitzung Startzeit"
"Set as Default Billing Address","Als Standard Rechnungsadresse verwenden"
"Set as Default Shipping Address","Als Standard Versandadresse verwenden"
"Share Customer Accounts","Kundenkonten verteilen"
"Shipped to First Name","Versandt - Vorname"
"Shipped to Last Name","Versandt - Nachname"
"Shipped to Name","Versandt - Name"
"Shopping Cart","Warenkorb"
"Shopping Cart - %d item(s)","Warenkorb - %d Artikel"
"Shopping Cart of %1$s - %2$d item(s)","Warenkorb auf der Website %1$s - %2$d Artikel"
"Show Date of Birth","Geburtstag abfragen"
"Show Gender","Geschlecht abfragen"
"Show Middle Name (initial)","Mittelname (Initiale) abfragen"
"Show Prefix","Präfix abfragen"
"Show Suffix","Suffix abfragen"
"Show Tax/VAT Number","USt-IdNr. abfragen"
"Show VAT Number on Frontend","USt-IdNr. im Frontend anzeigen"
"Sign Up for Newsletter","In den Newsletter eintragen"
"Skipping import row, required field ""%s"" is not defined.","Importzeile übersprungen, Pflichtfeld ""%s"" nicht angegeben."
"Skipping import row, website ""%s"" field does not exist.","Importzeile übersprungen, Website ""%s"" feld gibt es nicht."
"State/Province","Bundesland"
"Store","Store"
"Store View","StoreView"
"Street Address","Straße"
"Street Address %s","Straße %s"
"Subject","Betreff"
"Submit","Absenden"
"Subscribe to Newsletter","Für Newsletter anmelden"
"Subscribed to Newsletter?","Für Newsletter angemeldet?"
"Suffix Dropdown Options","Suffix Auswahl Optionen"
"Tag Name","Schlagwortname"
"Tax Calculation Based On","Steuerberechnung basiert auf"
"Tax Class","Steuerklasse"
"Tax/VAT number","USt.-ID"
"Text","Text"
"Text One Line","Text einzeilig"
"Thank you for registering with %s.","Vielen Dank für Ihre Registrierung bei %s."
"The Date of Birth is required.","Geburtstag ist Pflichtfeld."
"The TAX/VAT number is required.","USt-IdNr. ist Pflichtfeld."
"The VAT ID entered (%s) is not a valid VAT ID.","Die eingegebene USt-IdNr. (%s) ist keine gültige USt-IdNr."
"The VAT ID entered (%s) is not a valid VAT ID. The customer would belong to Customer Group %s.","Die eingegebene USt-IdNr. (%s) ist keine gültige USt-IdNr. Der Kunde wird der Kundengruppe %s zugeordnet."
"The VAT ID is valid. The current Customer Group will be used.","Die eingegebene USt-IdNr. (%s) ist gültig. Die aktuelle Kundengruppe wird verwendet."
"The account information has been saved.","Die Benutzerkonto Information wurde gespeichert."
"The address does not belong to this customer.","Diese Adresse gehört nicht zu diesem Benutzerkonto."
"The address has been deleted.","Die Adresse wurde gelöscht."
"The address has been saved.","Die Adresse wurde gespeichert."
"The customer ID and email did not match, skipping the record, line: %s","Die Kundennummer und eMailadresse stimmten nicht überein. Der Eintrag in Zeile %s wird übersprungen"
"The customer does not have default billing address.","Der Kunde hat keine Standard-Rechnungsanschrift."
"The customer email (%s) already exists, skipping the record, line: %s","Die Kunden-E-Mailadresse (%s) existiert bereits. Der Eintrag in Zeile %s wird übersprungen"
"The customer group has been deleted.","Die Kundengruppe wurde gelöscht."
"The customer group has been saved.","Die Kundengruppe wurde gespeichert."
"The customer is currently assigned to Customer Group %s.","Der Kunde ist aktuell der Kundengruppe %s zugeordnet."
"The first name cannot be empty.","Der Vorname darf nicht leer sein."
"The group ""%s"" cannot be deleted","Die Kundengruppe ""%s"" kann nicht gelöscht werden"
"The last name cannot be empty.","Der Nachname darf nicht leer sein."
"The minimum password length is %s","Die Mindestlänge des Passworts ist %s."
"The password cannot be empty.","Das Passwort darf nicht leer sein."
"The password must have at least 6 characters. Leading or trailing spaces will be ignored.","Das Passwort muss mindestens 6 Zeichen haben. Führende und folgende Lehrzeichen werden ignoriert."
"The suffix that goes after name (Jr., Sr., etc.)","Das Suffix nach dem namen (Jr., Sr., usw.)"
"The title that goes before name (Mr., Mrs., etc.)","Die Anrede vor dem Namen (Herr, Frau, usw.)"
"There are no items in customer's wishlist at the moment","Momentan gibt es keine Artikel auf dem Wunschzettel des Kunden."
"There are no items in customer\'s shopping cart at the moment","Es gibt momentan keine Artikel im Kundenwarenkorb"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","Es existiert bereits ein Benutzerkonto mit dieser Mailadresse. Wenn Sie sicher sind das es Ihre Mailadresse ist, dann <a href=""%s"">klicken Sie hier</a>, um ein neues Passwort anzufordern und wieder Zugriff zu bekommen."
"There was an error validating the VAT ID.","Bei der Prüfung der USt-IdNr. ist ein Fehler aufgetreten."
"There was an error validating the VAT ID. The customer would belong to Customer Group %s.","Bei der Prüfung der USt-IdNr. ist ein Fehler aufgetreten. Der Kunde wird der Kundengruppe %s zugeordnet."
"This account is not confirmed.","Dieses Benutzerkonto wurde nicht bestätigt."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","Dieses Benutzerkonto ist nicht bestätigt. <a href=""%s"">Klicken Sie hier</a> um sich erneut eine Bestätigungs-Mail zusenden zu lassen."
"This customer email already exists","Diese Kunden-Mailadresse existiert bereits"
"This customer has no saved addresses.","Dieser Kunde besitzt keine gespeicherten Adressen."
"This email does not require confirmation.","Diese E-Mail erfordert keine Bestätigung."
"This email will be sent instead of default welcome email, after account confirmation.","Diese E-mail wird anstelle der normalen Willkommensnachricht nach der Benutzerkonten-Bestätigung versandt."
"This is My Default %s Address","Das ist meine Standardadresse %s"
"To Cart","Zum Warenkorb"
"To show VAT number on frontend, set Show VAT Number on Frontend option to Yes.","Um die USt-IdNr. im Frontend anzuzeigen, stellen Sie bitte die Einstellung ""USt-IdNr. im Frontend anzeigen"" auf ""Ja""."
"Type","Art"
"Unknown","Unbekannt"
"Unsubscribe from Newsletter","Vom Newsletter abmelden"
"Update","Aktualisieren"
"Update customer address data","Kundenadressdaten aktualisieren"
"Update customer data","Kundendaten aktualisieren"
"Use as My Default %s Address","Als meine Standard %s Adresse verwenden"
"Use as My Default Billing Address","Als meine Standard-Rechnungsanschrift verwenden"
"Use as My Default Shipping Address","Als meine Standard-Versandanschrift verwenden"
"Use as my default billing address","Als Standard Rechnungsadresse verwenden"
"Use as my default shipping address","Als Standard Versandadresse verwenden"
"VAT Number","USt-IdNr."
"VAT Request Date","USt-IdNr. Anfragedatum"
"VAT Request Identifier","USt-IdNr. Anfragekennung"
"Validate VAT Number","Ust-IdNr. prüfen"
"Validate on Each Transaction","Bei jeder Transaktion prüfen"
"Validation Error Group","Kundengruppe bei fehlgeschlagener Prüfung"
"View","Ansicht"
"View Order","Bestellung ansehen"
"Visitor","Besucher"
"Visitors Only","Nur Besucher"
"Website","Website"
"Welcome Email","Willkommensnachricht"
"Wishlist","Wunschzettel"
"Wishlist - %d item(s)","Wunschzettel - %d Artikel"
"Would you like to change the Customer Group for this order?","Möchten Sie die Kundengruppe für die Bestellung ändern?"
"Wrong confirmation key.","Falscher Bestätigungsschlüssel."
"Wrong customer account specified.","Falsches Benutzerkonto angegeben."
"Wrong email.","Falsche E-Mail."
"Wrong transactional account email type","Falscher Transaktionskonto E-Mail Typ"
"YYYY","JJJJ"
"Year","Jahr"
"You are currently not subscribed to any newsletter.","Sie sind momentan zu keinem Newsletter angemeldet."
"You are currently not subscribed to our newsletter.","Sie sind aktuell nicht zu unserem Newsletter angemeldet."
"You are currently subscribed to 'General Subscription'.","Sie sind momentan für das Abo ""Allgemeines"" eingetragen."
"You are currently subscribed to our newsletter.","Sie sind momentan für unseren Newsletter eingetragen"
"You are now logged out","Sie sind jetzt abgemeldet"
"You have logged out and will be redirected to our homepage in 5 seconds.","Sie haben sich erfolgreich abgemeldet und werden in 5 Sekunden zur Startseite weitergeleitet."
"You have no additional address entries in your address book.","Sie haben keine zusätzlichen Adresseinträge in Ihrem Adressbuch."
"You have no additional entries in your address book.","Sie besitzen keine zusätzlichen Einträge in Ihrem Adressbuch."
"You have no default billing address in your address book.","Sie haben in Ihrem Adressbuch keine Standard-Rechnungsadresse."
"You have no default entries in your address book.","Sie haben keine Standard-Einträge in Ihrem Adressbuch."
"You have no default shipping address in your address book.","Sie haben in Ihrem Adressbuch keine Standard-Versandadresse."
"You have not set a default billing address.","Sie haben noch keine Standard-Rechnungsanschrift angelegt."
"You have not set a default shipping address.","Sie haben keine Standard-Versandanschrift angelegt."
"You have placed no orders yet.","Sie haben noch keine Bestellungen aufgegeben."
"You have placed no products yet.","Sie haben noch keine Artikel ausgewählt."
"You will be charged tax.","Die anfallenden Steuern werden Ihnen in Rechnung gestellt."
"You will not be charged tax.","Die anfallenden Steuern werden Ihnen nicht in Rechnung gestellt."
"Your Tax ID cannot be validated.","Ihre USt-IdNr. konnte nicht überprüft werden."
"Your VAT ID was successfully validated.","Ihre USt-IdNr. wurde erfolgreich überprüft."
"Your account balance is: %s","Ihr Kontostand beträgt: %s"
"Your password has been updated.","Ihr Passwort wurde geändert."
"Your password reset link has expired.","Ihr Passwort-Zurücksetzen-Link ist abgelaufen."
"ZIP","Postleitzahl"
"ZIP/Post Code","Postleitzahl"
"Zip/Postal Code","PLZ"
"n/a","Keine Angabe"
"or","oder"
"%s Item(s)","%s Artikel"
"© 2012 Magento Demo Store. All Rights Reserved.","© 2012 Magento Demo Store. Alle Rechte vorbehalten."
"(Shift-)Click or drag to change value","Drücken Sie Shift(Großschreibung), klicken oder ziehen Sie um den Wert zu verändern"
"(ver. %s)","(Version %s)"
"- Click on any of the time parts to increase it","- Klicken Sie auf die gewünschten Zeiträume um diese auszuwählen"
"- Hold mouse button on any of the above buttons for faster selection.","- Halten Sie für eine schnellere Auswahl den Maus-Button auf jeden der oberen Buttons."
"- Use the %s buttons to select month","- Verwenden Sie %s Buttons um den Monat auszuwählen"
"- Use the %s, %s buttons to select year","- Verwenden Sie die %s, %s Buttons um das Jahr auszuwälen"
"- or Shift-click to decrease it","- oder Shift-Mausklick um die Auswahl zu verklinern"
"- or click and drag for faster selection.","- oder Mausklick und ziehen für eine schnellere Auswahl."
"-- Please Select --","-- Bitte wählen --"
"1 column","1 spaltig"
"2 columns with left bar","2 spaltig mit linker Spalte"
"2 columns with right bar","2 spaltig mit rechter Spalte"
"3 columns","3 spaltig"
"About the calendar","über den Kalender"
"All Empty Layout Pages","Alle leeren Layout Seiten"
"All One-Column Layout Pages","Alle 1 spaltigen Layout Seiten"
"All Pages","Alle Seiten"
"All Pages (Print Version)","Alle Seiten (Druckversion)"
"All Three-Column Layout Pages","Alle 3 spaltigen Seiten"
"All Two-Column Layout Pages (Left Column)","Alle 2 spaltigen Seiten (mit linker Spalte)"
"All Two-Column Layout Pages (Right Column)","Alle 2 spaltigen Seiten (mit rechter Spalte)"
"Allow","Erlauben"
"Breadcrumbs","Brotkrumennavigation"
"Click <a href=""%s"">here</a> if nothing has happened","Klicken Sie <a href=""%s"">hier</a>"
"Close","Schließen"
"Close Window","Fenster schließen"
"DHTML Date/Time Selector","DHTML Datum/Zeit Wähler"
"Date selection:","Datum Auswahl:"
"Default Description","Standardbeschreibung"
"Default welcome msg!","Standard Willkommensnachricht!"
"Display %s first","%s als erster Tag"
"Distributed under GNU LGPL. See %s for details.","Veröffentlicht unter der GNU LGPL. Details erfahren Sie hier: %s."
"Drag to move","Ziehen, um zu bewegen"
"Empty","Leer"
"For latest version visit: %s","Die aktuellste Version erhalten Sie hier: %s"
"Free Shipping on orders over 50$","Versandkostenfreier Versand auf Bestellungen über 50€"
"Go Today","zu Heute"
"Help Us to Keep Magento Healthy","Helfen Sie uns, Magento noch beßer zu machen"
"Interface Language","Sprache der Benutzeroberfläche"
"Items %1-%2 of %3 total","Artikel %1-%2 von %3 insgesamt"
"%1 Item","%1 Artikel"
"%1 Items","%1 Artikel"
"JavaScript seems to be disabled in your browser.","JavaScript scheint in Ihrem Browser deaktiviert zu sein."
"Left Column","Linke Spalte"
"Main Content Area","Hauptinhaltsbereich"
"Navigation Bar","Navigationsleiste"
"Next month (hold for menu)","Nächster Monat (Für Menü gedrückt halten)"
"Next year (hold for menu)","Nächstes Jahr (Für Menü gedrückt halten)"
"Page Bottom","Seitenende"
"Page Footer","Seiten Fußbereich"
"Page Header","Seiten Kopfbereich"
"Page Top","Seitenanfang"
"Page:","Seite:"
"Page,"Seite"
"Prev. month (hold for menu)","Vorheriger Monat (Für Menü gedrückt halten)"
"Prev. year (hold for menu)","Vorheriger Jahr (Für Menü gedrückt halten)"
"Redirecting...","Weiterleitung..."
"Report All Bugs","Melden Sie alle Fehler"
"Right Column","Rechte Spalte"
"Select Store","Store auswählen"
"Select Store:","Store auswählen:"
"Select date","Datum auswählen"
"Show","Zeige"
"This is a demo store. Any orders placed through this store will not be honored or fulfilled.","Dies ist eine Demo-Installation. Jegliche Bestellung in diesem Shop wird weder beachtet noch ausgeführt."
"This website requires cookies to provide all of its features. For more information on what data is contained in the cookies, please see our <a href=""%s"">Privacy Policy page</a>. To accept cookies from this site, please click the Allow button below.","Diese Website erfordert die Verwendung von Cookies um alle Funktionen nutze zu können. Für weitere Informationen, welche Daten in den Cookies enthalten sind, lesen Sie bitte unsere <a href=""%s"">Datenschutz</a>-Seite. Um die Verwendung von Cookies für diese Seite zu aktivieren, klicken Sie bitte unten."
"Time selection:","Zeit-Auswahl:"
"Time:","Zeit:"
"Welcome, %s!","Herzlich Willkommen, %s!"
"You must have JavaScript enabled in your browser to utilize the functionality of this website.","Sie müßen JavaScript in Ihrem Browser aktivieren, um alle Funktionen in diesem Shop nutzen zu können."
"Your Language","Ihre Sprache"
"Your Language:","Ihre Sprache:"
"Vragen & contact","Fragen & Kontakt"
"Vragen en contact","Fragen und Kontakt"
"Vind snel jouw hoesje of cover!","Suche hier nach deiner Hülle oder deinem Gerät!"
"U kunt uw eigen fotos in jpg, gif of png formaat uploaden van maximaal 6MB grootte.","Du kannst dein eigenes Foto in folgenden Formaten hochladen: jpg, gif oder png mit einer Größe von maximal 6MB."
"Ontwerp nu!","Jetzt gestalten!"
"Maak je keuze","Treffe deine Wahl"
"BESTSELLERS","BESTSELLER"
"Ervaringen en reviews","Erfahrungen & Reviews"
"VERSTUUR","SENDEN"
"FAQS SEARCH","FAQs SUCHE"
"Search Faq's","Suche Faq's"
"FAQS","FAQS"
"Click on the Faq's topic","Click on the Faq's topic"
"View all topics","View all topics"
"Vraag direct een vrijblijvende offerte aan!","Fordere ein kostenloses Angebot an!"
"No Faqs Found in this topic!","Keine Faqs zu diesem Thema gefunden!"
"Hieronder vindt u antwoorden op veelgestelde vragen. Staat uw vraag hier niet bij? Neem dan contact met ons op. Wij helpen u graag verder!","Hier unten findest du die Antworten zu unseren häufig gestellten Fragen. Kannst du deine Frage hier nicht finden? Dann kannst du uns zu jeder Zeit kontaktieren. Wir helfen dir gern!"
"Read more","Read more"
"Nieuwe klanten","Neue Kunden"
"Ik ben al klant","Ich bin bereits Kunde"
"Required Fields","Required Fields"
"MAAK EEN ACCOUNT AAN","ERSTELLE DEINEN EIGENEN ACCOUNT"
"Maak een account aan","Erstelle deinen eigenen Account"
"Logout","Logout"
"Mijn account","Mein Account"
"U bent nu uitgelogd","Du bist jetzt eingeloggt"
"Begin nu","Starte jetzt"
"Maak je eigen ontwerp","Erstelle dein eigenes Design"
"Kies het type telefoon en kleur","Wähle Handymodell und Farbe"
"Upload een foto of kies uit onze tientallen designs","Lade ein Bild hoch oder wähle eine Designvorlage"
"Controleer je ontwerp en bestel!","Kontrolliere dein Design und bestelle!"
"Kies een foto","Wähle ein Bild"
"upload","Upload"
"Of kies een van onze eigen designs of kleuren","Oder wähle eine von unseren eigenen Designvorlagen oder Farben"
"Designs","Designs"
"Comic","Icons"
"Kleur","Farbe"
"Populair","Beliebt"
"Voeg tekst toe","Füge einen Text hinzu"
"Je eigen tekst","Dein eigener Text"
"Voeg toe","Hinzufügen"
"Wijzig tekst","Text ändern"
"In winkelwagen","In den WARENKORB"
"Controleer aub. uw ontwerp en voeg toe aan uw winkelwagen","Bitte überprüfe dein Design und füge es zum Warenkorb hinzu"
"Klik op foto of tekst om deze te bewerken","Zum Bearbeiten klicke auf das Bild oder auf den Text"
"SHOPPING CART","SHOPPING KARTE"
"is toegevoegd aan uw winkelwagen","wurde zu deinem Warenkorb hinzugefügt"
"VERDER WINKELEN","EINKAUF FORTSETZEN"
"WINKELWAGEN BIJWERKEN","WARENKORB AKTUALISIEREN"
"Kortingscode","Rabattcode"
"Voer eventueel een kortingscode in","Rabattcode hier eingeben"
"Al klant? Log dan in op uw account","Bereits Kunde? Logg dich mit deinem Account ein"
"Street Name","Straße"
"House Number","Nr."
"Additional Address","Adresszusatz"
"Shipping","Versand"
"TELEFOONNUMMER (10 CIJFERS)","TELEFONNUMMER"
"View shopping cart","WARENKORB ANSEHEN"
"Andere hoesjes","Andere Hüllen"
"De heer","Herr"
"Mevrouw","Frau"
"Voeg tekst toe","Text hinzufügen"
"Verder winkelen","Einkauf fortsetzen"
"Winkelwagen bijwerken","Warenkorb aktualisieren"
"Controleer aub. uw ontwerp en voeg toe aan uw winkelwagen","Bitte überprüfe dein Design und füge es zu deinem Warenkorb hinzu."
"Uw ontwerp wordt opgeslagen.","Dein Design wurde gespeichert."
"Afhankelijk van uw internetsnelheid en de grootte van het ontwerp kan dit tot enkele minuten duren.","Abhängig von der Geschwindigkeit deiner Internetverbindung und der Größe deiner Datei kann es einige Minuten dauern."
"%s is toegevoegd aan uw winkelwagen.","%s wurde zu deinem Warenkorb hinzugefügt."
"Controleer aub. uw ontwerp en voeg toe aan uw winkelwagen.","Bitte überprüfe dein Design und füge es zu deinem Warenkorb hinzu"
"Wij verwerken uw bestelling. Bij grote afbeeldingen kan dit tot enkele minuten duren.","Wir bearbeiten deine Bestellung. Abhängig von der Größe der Datei kann das einige Minuten dauern."
"3 millimeter marge aanhouden rond alle randen","3 Millimeter Abstand zu allen Rändern und Öffnungen"
"Plaats hier geen belangrijke gegevens.","Platziere keine wichtigen Elemente innerhalb des Randes."
"Voeg hier uw tekst toe","Füge hier deinen Text hinzu"
"Ship to the same addreß","Versand an dieselbe Adreße"
"Schrijf aub uw telefoonnummer als 02012345678.","Bitte gib deine Telefonnummer mit Vorwahl ein."
"Total Amount","Gesamtbetrag"
"Hieronder vindt u antwoorden op veelgestelde vragen. Staat uw vraag hier niet bij? Neem dan","Unten findest du unsere häufig gestellten Fragen. Kannst du deine Frage nicht finden? Dann"
"contact","kontaktiere"
"met ons op. Wij helpen u graag verder!","uns sofort. Wir helfen dir gern!"
"optie","Option"
"Geen betaalinformatie benodigd",""Keine Bezahlinformation notwendig."
"Dit emailadres is al in gebruik","Diese Emailadreße wird bereits verwendet"
"U moet %sinloggen%s met dit emailadres om te bestellen of een %sander emailadres%s gebruiken om uw bestelling te voltooien.","Do mußt dich mit dieser Emailadreße %seinloggen%s oder benutze eine %sandere Emailadreße%s, um deine Bestellung zu vervollständigen."
"Hello, Mevrouw","Hallo, Frau"
"Hello, De heer","Hallo, Herr"
"Log in op uw account","Login in deinen Account"
"Jouw facebook foto's","Deine Facebook Fotos"
"Selecteer een categorie en klik op een foto om deze te uploaden naar GoCustomized.com.","Wähle eine Kategorie und klicke auf ein Foto, um es bei GoCustomized hochzuladen."
"Jouw Instagram foto's","Deine Instagram Fotos
"Klik op een foto om deze te uploaden naar GoCustomized.com","Klicke auf ein Foto, um es bei GoCustomized hochzuladen"
"Click on the Faq's topic:", "Klicke auf die FAQ-Themen:"
"View all topics", "Zeige alle Themen"
"Search Faq's:", "FAQ's suchen:"
"Required Fields", "Pflichtfelder"
"Bruin","Braun"
"Zwart","Schwarz"
"Wit","Weiß"
"Transparant","Transparent"
"Smartcover zonder case","Ohne Smart Case"
"Met Smartcase (harde case aan de achterkant)","Mit Smart Case (Hard Case für die Rückseite)"
"Rondom bedrukt","Rundum bedruckt"
"Portemonnee hoesje","Portemonnaie Hülle"
"Rood","Rot"
"Groen","Grün"
"Geel","Gelb"
"Azuurblauw","Azurblau"
"Donkergrijs","Dunkelgrau"
"Matwit","Mattweiß"
"Blauw","Blau"
"Zelfde foto op voor- en achterkant","Daßelbe Foto auf Vorder- und Rückseite"
"Witte achterkant","Weiße Rückseite"
"Zwarte achterkant","Schwarze Rückseite"
"Grijze achterkant","Graue Rückseite"
"Oranje achterkant","Orange Rückseite"
"Rode achterkant","Rote Rückseite"
"Groene Achterkant","Grüne Rückseite"
"Roze achterkant","Rosa Rückseite"
"Lichtblauwe achterkant","Hellblaue Rückseite"
"Met opening voor pasje","Mit Kartenfächern"
"Met venster","Mit Fenster"
"Hout","Holz"
"Portemonnee flipcover","Portemonnaie Flipcover"
"Mat","matte"
"Glänzend","Scheinend"
"bruin","braun"
"zwart","schwarz"
"wit","weiß"
"transparant","transparent"
"smartcover zonder case","ohne Smart Case"
"met Smartcase (harde case aan de achterkant)","Mit Smart Case (Hard Case für die Rückseite)"
"rondom bedrukt","rundum bedruckt"
"portemonnee hoesje","portemonnaie Hülle"
"rood","rot"
"groen","grün"
"geel","gelb"
"azuurblauw","azurblau"
"donkergrijs","dunkelgrau"
"matwit","mattweiß"
"blauw","blau"
"zelfde foto op voor- en achterkant","daßelbe Foto auf Vorder- und Rückseite"
"witte achterkant","weiße Rückseite"
"zwarte achterkant","schwarze Rückseite"
"grijze achterkant","graue Rückseite"
"oranje achterkant","orange Rückseite"
"rode achterkant","rote Rückseite"
"groene Achterkant","grüne Rückseite"
"roze achterkant","rosa Rückseite"
"lichtblauwe achterkant","hellblaue Rückseite"
"met opening voor pasje","mit Kartenfächern"
"met venster","mit Fenster"
"hout","holz"
"portemonnee flipcover","portemonnaie Flipcover"
"mat","matte"
"glänzend","scheinend"
"Gegraveerd","Graviert"
"Kurk","Korken"
"Sort by","Sortieren nach"
"per page","pro Seite"
"Mijn Winkelwagen","Mein Warenkorb"
"Read more","Weiter lesen"
"FAQs Search","FAQs Suche"
"Geen betaalinformatie benodigd","Keine Zahlungsinformation notwendig"
"U moet inloggen met dit emailadres om te bestellen of een ander emailadres gebruiken om uw bestelling te voltooien.","Bitte logge dich mit dieser Email-Adreße ein, um fortzufahren oder verwende eine andere Adreße für die Bestellung."
"Your order has been received","Wir haben deine Bestellung erhalten."
"Click here to print a copy of your order confirmation.","Klicke hier um die Bestellbestätigung zu drucken."
"Uploaden niet gelukt. De maximale bestandsgrootte is 6MB","Upload ist fehlgeschlagen. Die maximale Dateigröße beträgt 6MB."
"Uploaden geslaagd!","Upload erfolgreich!"
"Uploaden niet gelukt. U kunt alleen jpg, gif of png files uploaden","Upload ist fehlgeschlagen. Nur jpg, gif oder png-Dateien sind möglich."
"Female","Weiblich"
"Male","Männlich"
"DD", "TT"
"Mijn Winkelwagen","Mein Warenkorb"
"You have cancelled the order. Please try again","Du hast die Bestellung abgebrochen. Bitte versuche es erneut"
"On working days: Order before 5pm, shipped today","Vor 17 Uhr bestellt, am selben Arbeitstag verschickt (+2.95 € Standardversand)"
"On working days: Order before 4pm, shipped today","Vor 16 Uhr bestellt, am selben Arbeitstag verschickt (+2.95 € Standardversand)"
"On working days: Order before 3pm, shipped today","Vor 15 Uhr bestellt, am selben Arbeitstag verschickt (+2.95 € Standardversand)"
"On working days: Order before 1pm, shipped today","Vor 13 Uhr bestellt, am selben Arbeitstag verschickt (+2.95 € Standardversand)"
"On working days: Order before 4pm, shipped tomorrow","Vor 16 Uhr bestellt, am nächsten Arbeitstag verschickt (+2.95 € Standardversand)"
"On working days: Order today, shipped tomorrow","Heute bestellt, morgen verschickt"
"Order today and it will be shipped on","Heute bestellt, verschickt am"
"Order today and it will be shipped in 3 days","Heute bestellen - in drei Tagen versendet"
"shipping date","Versanddatum"
"Free Shipping","inkl. MwSt."
"Shipped in 3 working days","In drei Werktagen verschickt"
"The","Die Option"
"is currently not in stock and will be shipped on","ist zur Zeit leider nicht auf Lager und wird voraussichtlich verschickt am"
